mirror_id,zone,width_m,height_m,installation_height_m,x_m,y_m
182,4,6.36,6.36,3.23,146.6500000000005,-279.9818461040282
183,4,6.36,6.36,3.23,158.20000000000044,-279.9818461040282
184,4,6.36,6.36,3.23,169.7500000000005,-279.9818461040282
185,4,6.36,6.36,3.23,181.30000000000058,-279.9818461040282
186,4,6.36,6.36,3.23,192.85000000000053,-279.9818461040282
187,4,6.36,6.36,3.23,204.4000000000005,-279.9818461040282
188,4,6.36,6.36,3.23,-217.17499999999987,-269.97925269031794
189,4,6.36,6.36,3.23,-205.62499999999986,-269.97925269031794
190,4,6.36,6.36,3.23,-194.07499999999985,-269.97925269031794
191,4,6.36,6.36,3.23,-182.52499999999984,-269.97925269031794
192,4,6.36,6.36,3.23,-170.97499999999982,-269.97925269031794
193,4,6.36,6.36,3.23,-159.4249999999998,-269.97925269031794
194,4,6.36,6.36,3.23,-147.8749999999998,-269.97925269031794
195,4,6.36,6.36,3.23,-136.3249999999998,-269.97925269031794
196,4,6.36,6.36,3.23,-124.77499999999978,-269.97925269031794
197,4,6.36,6.36,3.23,-113.22499999999977,-269.97925269031794
198,4,6.36,6.36,3.23,-101.67499999999976,-269.97925269031794
199,4,6.36,6.36,3.23,-90.12499999999974,-269.97925269031794
200,4,6.36,6.36,3.23,-78.57499999999973,-269.97925269031794
201,4,6.36,6.36,3.23,-67.02499999999972,-269.97925269031794
202,4,6.36,6.36,3.23,-55.47499999999972,-269.97925269031794
203,4,6.36,6.36,3.23,-43.924999999999706,-269.97925269031794
204,4,6.36,6.36,3.23,-32.374999999999694,-269.97925269031794
205,4,6.36,6.36,3.23,-20.824999999999683,-269.97925269031794
206,4,6.36,6.36,3.23,-9.27499999999967,-269.97925269031794
207,4,6.36,6.36,3.23,2.2750000000003414,-269.97925269031794
208,4,6.36,6.36,3.23,13.825000000000353,-269.97925269031794
209,4,6.36,6.36,3.23,25.375000000000362,-269.97925269031794
210,4,6.36,6.36,3.23,36.925000000000374,-269.97925269031794
211,4,6.36,6.36,3.23,48.475000000000385,-269.97925269031794
212,4,6.36,6.36,3.23,60.0250000000004,-269.97925269031794
213,4,6.36,6.36,3.23,71.57500000000041,-269.97925269031794
214,4,6.36,6.36,3.23,83.12500000000043,-269.97925269031794
215,4,6.36,6.36,3.23,94.67500000000044,-269.97925269031794
216,4,6.36,6.36,3.23,106.22500000000045,-269.97925269031794
217,4,6.36,6.36,3.23,117.77500000000046,-269.97925269031794
218,4,6.36,6.36,3.23,129.32500000000047,-269.97925269031794
219,4,6.36,6.36,3.23,140.87500000000048,-269.97925269031794
220,4,6.36,6.36,3.23,152.4250000000005,-269.97925269031794
221,4,6.36,6.36,3.23,163.97500000000045,-269.97925269031794
222,4,6.36,6.36,3.23,175.52500000000052,-269.97925269031794
223,4,6.36,6.36,3.23,187.07500000000059,-269.97925269031794
224,4,6.36,6.36,3.23,198.62500000000054,-269.97925269031794
225,4,6.36,6.36,3.23,210.1750000000005,-269.97925269031794
226,4,6.36,6.36,3.23,221.72500000000056,-269.97925269031794
227,4,6.36,6.36,3.23,-222.94999999999987,-259.9766592766077
228,4,6.36,6.36,3.23,-211.39999999999986,-259.9766592766077
229,4,6.36,6.36,3.23,-199.84999999999985,-259.9766592766077
230,4,6.36,6.36,3.23,-188.29999999999984,-259.9766592766077
231,4,6.36,6.36,3.23,-176.74999999999983,-259.9766592766077
232,4,6.36,6.36,3.23,-165.19999999999982,-259.9766592766077
233,4,6.36,6.36,3.23,-153.6499999999998,-259.9766592766077
234,4,6.36,6.36,3.23,-142.0999999999998,-259.9766592766077
235,4,6.36,6.36,3.23,-130.54999999999978,-259.9766592766077
236,4,6.36,6.36,3.23,-118.99999999999977,-259.9766592766077
237,4,6.36,6.36,3.23,-107.44999999999976,-259.9766592766077
238,4,6.36,6.36,3.23,-95.89999999999975,-259.9766592766077
239,4,6.36,6.36,3.23,-84.34999999999974,-259.9766592766077
240,4,6.36,6.36,3.23,-72.79999999999973,-259.9766592766077
241,4,6.36,6.36,3.23,-61.249999999999716,-259.9766592766077
242,4,6.36,6.36,3.23,-49.699999999999704,-259.9766592766077
243,4,6.36,6.36,3.23,-38.14999999999969,-259.9766592766077
244,4,6.36,6.36,3.23,-26.59999999999968,-259.9766592766077
245,4,6.36,6.36,3.23,-15.04999999999967,-259.9766592766077
246,4,6.36,6.36,3.23,-3.499999999999659,-259.9766592766077
247,4,6.36,6.36,3.23,8.050000000000352,-259.9766592766077
248,4,6.36,6.36,3.23,19.600000000000364,-259.9766592766077
249,4,6.36,6.36,3.23,31.150000000000375,-259.9766592766077
250,4,6.36,6.36,3.23,42.70000000000039,-259.9766592766077
251,4,6.36,6.36,3.23,54.2500000000004,-259.9766592766077
252,4,6.36,6.36,3.23,65.80000000000041,-259.9766592766077
253,4,6.36,6.36,3.23,77.35000000000042,-259.9766592766077
254,4,6.36,6.36,3.23,88.90000000000043,-259.9766592766077
255,4,6.36,6.36,3.23,100.45000000000044,-259.9766592766077
256,4,6.36,6.36,3.23,112.00000000000045,-259.9766592766077
257,4,6.36,6.36,3.23,123.55000000000047,-259.9766592766077
258,4,6.36,6.36,3.23,135.10000000000048,-259.9766592766077
259,4,6.36,6.36,3.23,146.6500000000005,-259.9766592766077
260,4,6.36,6.36,3.23,158.20000000000044,-259.9766592766077
261,4,6.36,6.36,3.23,169.7500000000005,-259.9766592766077
262,4,6.36,6.36,3.23,181.30000000000058,-259.9766592766077
263,4,6.36,6.36,3.23,192.85000000000053,-259.9766592766077
264,4,6.36,6.36,3.23,204.4000000000005,-259.9766592766077
265,4,6.36,6.36,3.23,215.95000000000056,-259.9766592766077
266,4,6.36,6.36,3.23,227.50000000000063,-259.9766592766077
267,4,6.36,6.36,3.23,-240.2749999999999,-249.97406586289742
268,4,6.36,6.36,3.23,-228.72499999999988,-249.97406586289742
269,4,6.36,6.36,3.23,-217.17499999999987,-249.97406586289742
270,4,6.36,6.36,3.23,-205.62499999999986,-249.97406586289742
271,4,6.36,6.36,3.23,-194.07499999999985,-249.97406586289742
272,4,6.36,6.36,3.23,-182.52499999999984,-249.97406586289742
273,4,6.36,6.36,3.23,-170.97499999999982,-249.97406586289742
274,4,6.36,6.36,3.23,-159.4249999999998,-249.97406586289742
275,4,6.36,6.36,3.23,-147.8749999999998,-249.97406586289742
276,4,6.36,6.36,3.23,-136.3249999999998,-249.97406586289742
277,4,6.36,6.36,3.23,-124.77499999999978,-249.97406586289742
278,4,6.36,6.36,3.23,-113.22499999999977,-249.97406586289742
279,4,6.36,6.36,3.23,-101.67499999999976,-249.97406586289742
280,4,6.36,6.36,3.23,-90.12499999999974,-249.97406586289742
281,4,6.36,6.36,3.23,-78.57499999999973,-249.97406586289742
282,3,6.42,6.42,3.26,-67.02499999999972,-249.97406586289742
283,3,6.42,6.42,3.26,-55.47499999999972,-249.97406586289742
284,3,6.42,6.42,3.26,-43.924999999999706,-249.97406586289742
285,3,6.42,6.42,3.26,-32.374999999999694,-249.97406586289742
286,3,6.42,6.42,3.26,-20.824999999999683,-249.97406586289742
287,3,6.42,6.42,3.26,-9.27499999999967,-249.97406586289742
288,3,6.42,6.42,3.26,2.2750000000003414,-249.97406586289742
289,3,6.42,6.42,3.26,13.825000000000353,-249.97406586289742
290,3,6.42,6.42,3.26,25.375000000000362,-249.97406586289742
291,3,6.42,6.42,3.26,36.925000000000374,-249.97406586289742
292,3,6.42,6.42,3.26,48.475000000000385,-249.97406586289742
293,3,6.42,6.42,3.26,60.0250000000004,-249.97406586289742
294,3,6.42,6.42,3.26,71.57500000000041,-249.97406586289742
295,4,6.36,6.36,3.23,83.12500000000043,-249.97406586289742
296,4,6.36,6.36,3.23,94.67500000000044,-249.97406586289742
297,4,6.36,6.36,3.23,106.22500000000045,-249.97406586289742
298,4,6.36,6.36,3.23,117.77500000000046,-249.97406586289742
299,4,6.36,6.36,3.23,129.32500000000047,-249.97406586289742
300,4,6.36,6.36,3.23,140.87500000000048,-249.97406586289742
301,4,6.36,6.36,3.23,152.4250000000005,-249.97406586289742
302,4,6.36,6.36,3.23,163.97500000000045,-249.97406586289742
303,4,6.36,6.36,3.23,175.52500000000052,-249.97406586289742
304,4,6.36,6.36,3.23,187.07500000000059,-249.97406586289742
305,4,6.36,6.36,3.23,198.62500000000054,-249.97406586289742
306,4,6.36,6.36,3.23,210.1750000000005,-249.97406586289742
307,4,6.36,6.36,3.23,221.72500000000056,-249.97406586289742
308,4,6.36,6.36,3.23,233.27500000000063,-249.97406586289742
309,4,6.36,6.36,3.23,244.82500000000059,-249.97406586289742
310,4,6.36,6.36,3.23,-246.0499999999999,-239.97147244918716
311,4,6.36,6.36,3.23,-234.4999999999999,-239.97147244918716
312,4,6.36,6.36,3.23,-222.94999999999987,-239.97147244918716
313,4,6.36,6.36,3.23,-211.39999999999986,-239.97147244918716
314,4,6.36,6.36,3.23,-199.84999999999985,-239.97147244918716
315,4,6.36,6.36,3.23,-188.29999999999984,-239.97147244918716
316,4,6.36,6.36,3.23,-176.74999999999983,-239.97147244918716
317,4,6.36,6.36,3.23,-165.19999999999982,-239.97147244918716
318,4,6.36,6.36,3.23,-153.6499999999998,-239.97147244918716
319,4,6.36,6.36,3.23,-142.0999999999998,-239.97147244918716
320,4,6.36,6.36,3.23,-130.54999999999978,-239.97147244918716
321,4,6.36,6.36,3.23,-118.99999999999977,-239.97147244918716
322,4,6.36,6.36,3.23,-107.44999999999976,-239.97147244918716
323,3,6.42,6.42,3.26,-95.89999999999975,-239.97147244918716
324,3,6.42,6.42,3.26,-84.34999999999974,-239.97147244918716
325,3,6.42,6.42,3.26,-72.79999999999973,-239.97147244918716
326,3,6.42,6.42,3.26,-61.249999999999716,-239.97147244918716
327,3,6.42,6.42,3.26,-49.699999999999704,-239.97147244918716
328,3,6.42,6.42,3.26,-38.14999999999969,-239.97147244918716
329,3,6.42,6.42,3.26,-26.59999999999968,-239.97147244918716
330,3,6.42,6.42,3.26,-15.04999999999967,-239.97147244918716
331,3,6.42,6.42,3.26,-3.499999999999659,-239.97147244918716
332,3,6.42,6.42,3.26,8.050000000000352,-239.97147244918716
333,3,6.42,6.42,3.26,19.600000000000364,-239.97147244918716
334,3,6.42,6.42,3.26,31.150000000000375,-239.97147244918716
335,3,6.42,6.42,3.26,42.70000000000039,-239.97147244918716
336,3,6.42,6.42,3.26,54.2500000000004,-239.97147244918716
337,3,6.42,6.42,3.26,65.80000000000041,-239.97147244918716
338,3,6.42,6.42,3.26,77.35000000000042,-239.97147244918716
339,3,6.42,6.42,3.26,88.90000000000043,-239.97147244918716
340,3,6.42,6.42,3.26,100.45000000000044,-239.97147244918716
341,4,6.36,6.36,3.23,112.00000000000045,-239.97147244918716
342,4,6.36,6.36,3.23,123.55000000000047,-239.97147244918716
343,4,6.36,6.36,3.23,135.10000000000048,-239.97147244918716
344,4,6.36,6.36,3.23,146.6500000000005,-239.97147244918716
345,4,6.36,6.36,3.23,158.20000000000044,-239.97147244918716
346,4,6.36,6.36,3.23,169.7500000000005,-239.97147244918716
347,4,6.36,6.36,3.23,181.30000000000058,-239.97147244918716
348,4,6.36,6.36,3.23,192.85000000000053,-239.97147244918716
349,4,6.36,6.36,3.23,204.4000000000005,-239.97147244918716
350,4,6.36,6.36,3.23,215.95000000000056,-239.97147244918716
351,4,6.36,6.36,3.23,227.50000000000063,-239.97147244918716
352,4,6.36,6.36,3.23,239.05000000000058,-239.97147244918716
353,4,6.36,6.36,3.23,250.60000000000053,-239.97147244918716
354,4,6.36,6.36,3.23,-263.37499999999994,-229.9688790354769
355,4,6.36,6.36,3.23,-251.8249999999999,-229.9688790354769
356,4,6.36,6.36,3.23,-240.2749999999999,-229.9688790354769
357,4,6.36,6.36,3.23,-228.72499999999988,-229.9688790354769
358,4,6.36,6.36,3.23,-217.17499999999987,-229.9688790354769
359,4,6.36,6.36,3.23,-205.62499999999986,-229.9688790354769
360,4,6.36,6.36,3.23,-194.07499999999985,-229.9688790354769
361,4,6.36,6.36,3.23,-182.52499999999984,-229.9688790354769
362,4,6.36,6.36,3.23,-170.97499999999982,-229.9688790354769
363,4,6.36,6.36,3.23,-159.4249999999998,-229.9688790354769
364,4,6.36,6.36,3.23,-147.8749999999998,-229.9688790354769
365,4,6.36,6.36,3.23,-136.3249999999998,-229.9688790354769
366,3,6.42,6.42,3.26,-124.77499999999978,-229.9688790354769
367,3,6.42,6.42,3.26,-113.22499999999977,-229.9688790354769
368,3,6.42,6.42,3.26,-101.67499999999976,-229.9688790354769
369,3,6.42,6.42,3.26,-90.12499999999974,-229.9688790354769
370,3,6.42,6.42,3.26,-78.57499999999973,-229.9688790354769
371,3,6.42,6.42,3.26,-67.02499999999972,-229.9688790354769
372,3,6.42,6.42,3.26,-55.47499999999972,-229.9688790354769
373,3,6.42,6.42,3.26,-43.924999999999706,-229.9688790354769
374,3,6.42,6.42,3.26,-32.374999999999694,-229.9688790354769
375,3,6.42,6.42,3.26,-20.824999999999683,-229.9688790354769
376,3,6.42,6.42,3.26,-9.27499999999967,-229.9688790354769
377,3,6.42,6.42,3.26,2.2750000000003414,-229.9688790354769
378,3,6.42,6.42,3.26,13.825000000000353,-229.9688790354769
379,3,6.42,6.42,3.26,25.375000000000362,-229.9688790354769
380,3,6.42,6.42,3.26,36.925000000000374,-229.9688790354769
381,3,6.42,6.42,3.26,48.475000000000385,-229.9688790354769
382,3,6.42,6.42,3.26,60.0250000000004,-229.9688790354769
383,3,6.42,6.42,3.26,71.57500000000041,-229.9688790354769
384,3,6.42,6.42,3.26,83.12500000000043,-229.9688790354769
385,3,6.42,6.42,3.26,94.67500000000044,-229.9688790354769
386,3,6.42,6.42,3.26,106.22500000000045,-229.9688790354769
387,3,6.42,6.42,3.26,117.77500000000046,-229.9688790354769
388,3,6.42,6.42,3.26,129.32500000000047,-229.9688790354769
389,4,6.36,6.36,3.23,140.87500000000048,-229.9688790354769
390,4,6.36,6.36,3.23,152.4250000000005,-229.9688790354769
391,4,6.36,6.36,3.23,163.97500000000045,-229.9688790354769
392,4,6.36,6.36,3.23,175.52500000000052,-229.9688790354769
393,4,6.36,6.36,3.23,187.07500000000059,-229.9688790354769
394,4,6.36,6.36,3.23,198.62500000000054,-229.9688790354769
395,4,6.36,6.36,3.23,210.1750000000005,-229.9688790354769
396,4,6.36,6.36,3.23,221.72500000000056,-229.9688790354769
397,4,6.36,6.36,3.23,233.27500000000063,-229.9688790354769
398,4,6.36,6.36,3.23,244.82500000000059,-229.9688790354769
399,4,6.36,6.36,3.23,256.3750000000005,-229.9688790354769
400,4,6.36,6.36,3.23,-269.1499999999999,-219.96628562176664
401,4,6.36,6.36,3.23,-257.5999999999999,-219.96628562176664
402,4,6.36,6.36,3.23,-246.0499999999999,-219.96628562176664
403,4,6.36,6.36,3.23,-234.4999999999999,-219.96628562176664
404,4,6.36,6.36,3.23,-222.94999999999987,-219.96628562176664
405,4,6.36,6.36,3.23,-211.39999999999986,-219.96628562176664
406,4,6.36,6.36,3.23,-199.84999999999985,-219.96628562176664
407,4,6.36,6.36,3.23,-188.29999999999984,-219.96628562176664
408,4,6.36,6.36,3.23,-176.74999999999983,-219.96628562176664
409,4,6.36,6.36,3.23,-165.19999999999982,-219.96628562176664
410,4,6.36,6.36,3.23,-153.6499999999998,-219.96628562176664
411,3,6.42,6.42,3.26,-142.0999999999998,-219.96628562176664
412,3,6.42,6.42,3.26,-130.54999999999978,-219.96628562176664
413,3,6.42,6.42,3.26,-118.99999999999977,-219.96628562176664
414,3,6.42,6.42,3.26,-107.44999999999976,-219.96628562176664
415,3,6.42,6.42,3.26,-95.89999999999975,-219.96628562176664
