mirror_id,x_m,y_m,z_m,width_m,height_m,eta_cos,eta_at,eta_sb,eta_trunc,eta_total,power_kw
15,-5.841,107.724,4.0,6.0,6.0,0.6807678152160438,0.9780340650581211,1.0,0.8644494834971026,0.5295176533388997,19.6497902581859
16,-17.453,106.461,4.0,6.0,6.0,0.6829950390410408,0.9780340760146125,1.0,0.8377425044091711,0.5148371929168905,19.105015279736868
17,-28.862,103.95,4.0,6.0,6.0,0.687401676975768,0.9780340479860785,1.0,0.8274124464600655,0.5117695454630478,18.99117841580235
18,-39.931,100.22,4.0,6.0,6.0,0.693895819958494,0.9780340839226944,1.0,0.8238851095993953,0.5144021112216199,19.088869899118613
19,-50.533,95.315,4.0,6.0,6.0,0.7023443730898944,0.9780340838575353,1.0,0.8193499622071051,0.5177991851601996,19.21493140049394
20,-60.542,89.293,4.0,6.0,6.0,0.7125799126539638,0.9780340666951847,1.0,0.8165784832451499,0.5235682680870973,19.429015423530405
21,-69.841,82.224,4.0,6.0,6.0,0.7244105314875737,0.9780340761308763,1.0,0.8107835726883346,0.5284835944308913,19.61141752305828
22,-78.322,74.191,4.0,6.0,6.0,0.7376241209906463,0.9780340383523741,1.0,0.8054925673973293,0.5346116821120711,19.83882379905242
23,-85.884,65.288,4.0,6.0,6.0,0.75199768960073,0.9780340621012709,1.0,0.8019652305366591,0.542642560886134,20.136840461016767
24,-92.44,55.619,4.0,6.0,6.0,0.7673028775730377,0.9780340440607935,1.0,0.798941798941799,0.5515993803641898,20.469217716079854
25,-97.911,45.299,4.0,6.0,6.0,0.7833088676491027,0.9780340710778659,1.0,0.7918871252204586,0.5581335597985085,20.711693589328107
26,-102.235,34.447,4.0,6.0,6.0,0.7997943549558211,0.9780340592760167,1.0,0.7883597883597884,0.5673415686230823,21.053392191740134
27,-105.36,23.191,4.0,6.0,6.0,0.8165421651955903,0.9780340758651301,1.0,0.7858402620307382,0.577370653217757,21.425559970329445
28,-107.25,11.664,4.0,6.0,6.0,0.833344139412053,0.9780340506043553,1.0,0.781305114638448,0.5858505680862532,21.740239844593386
29,-107.882,0.0,4.0,6.0,6.0,0.8500082983770278,0.9780340870047565,1.0,0.7777777777777778,0.5948678733244113,22.074861656551075
30,-107.25,-11.664,4.0,6.0,6.0,0.8663513535585514,0.9780340506043553,1.0,0.7734945830183926,0.6029664352239523,22.37538996134976
31,-105.36,-23.191,4.0,6.0,6.0,0.8822056295765878,0.9780340758651301,1.0,0.7724867724867724,0.6132007680328277,22.755174264779136
32,-102.235,-34.447,4.0,6.0,6.0,0.8974164988787102,0.9780340592760167,1.0,0.7709750566893424,0.6225527898276823,23.102217022655353
33,-97.911,-45.299,4.0,6.0,6.0,0.9118415183735169,0.9780340710778659,1.0,0.7707231040564374,0.6323529551759266,23.465889871661002
34,-92.44,-55.619,4.0,6.0,6.0,0.9253503229850688,0.9780340440607935,1.0,0.7679516250944822,0.6394135631914724,23.727900903259123
35,-85.884,-65.288,4.0,6.0,6.0,0.9378309774578619,0.9780340621012709,1.0,0.7661879566641472,0.6465493845786926,23.992703016455174
36,-78.322,-74.191,4.0,6.0,6.0,0.9491772284695762,0.9780340383523741,1.0,0.7671957671957672,0.6552323115986947,24.314916437847902
37,-69.841,-82.224,4.0,6.0,6.0,0.9593004066724666,0.9780340761308763,1.0,0.7659360040312422,0.6611331399251584,24.53388938092817
38,-60.542,-89.293,4.0,6.0,6.0,0.968120588231,0.9780340666951847,1.0,0.764424288233812,0.6658949835771621,24.710595914533123
39,-50.533,-95.315,4.0,6.0,6.0,0.9755718844774526,0.9780340838575353,1.0,0.764424288233812,0.6710201634891803,24.900785438284785
40,-39.931,-100.22,4.0,6.0,6.0,0.9815990592869425,0.9780340839226944,1.0,0.762660619803477,0.6736080566431395,24.996819172694295
41,-28.862,-103.95,4.0,6.0,6.0,0.9861571773508419,0.9780340479860785,1.0,0.7611489040060468,0.6753945745523445,25.06311479473261
42,-17.453,-106.461,4.0,6.0,6.0,0.9892146690830792,0.9780340760146125,1.0,0.7619047619047619,0.6781613733091264,25.165787510013317
43,-5.841,-107.724,4.0,6.0,6.0,0.9907485745254152,0.9780340650581211,1.0,0.7598891408415218,0.6774160830908801,25.138130648381466
44,5.841,-107.724,4.0,6.0,6.0,0.9907485745254152,0.9780340650581211,1.0,0.7586293776769967,0.6762930458178513,25.09645602860629
45,17.453,-106.461,4.0,6.0,6.0,0.9892146690830792,0.9780340760146125,1.0,0.7601410934744268,0.6765915553153553,25.107533372258658
46,28.862,-103.95,4.0,6.0,6.0,0.9861571773508419,0.9780340479860785,1.0,0.7611489040060468,0.6753945745523445,25.06311479473261
47,39.931,-100.22,4.0,6.0,6.0,0.9815990592869425,0.9780340839226944,1.0,0.7616528092718569,0.6727179237635318,24.963787366717824
48,50.533,-95.315,4.0,6.0,6.0,0.9755718844774526,0.9780340838575353,1.0,0.762408667170572,0.6692508288458338,24.835127467452132
49,60.542,-89.293,4.0,6.0,6.0,0.968120588231,0.9780340666951847,1.0,0.762912572436382,0.6645781180855791,24.661728552803655
50,69.841,-82.224,4.0,6.0,6.0,0.9593004066724666,0.9780340761308763,1.0,0.765180146132527,0.6604807059054953,24.509678305881195
51,78.322,-74.191,4.0,6.0,6.0,0.9491772284695762,0.9780340383523741,1.0,0.764676240866717,0.653080481347139,24.23506449552328
52,85.884,-65.288,4.0,6.0,6.0,0.9378309774578619,0.9780340621012709,1.0,0.7664399092970522,0.646761995359547,24.00059275766413
53,92.44,-55.619,4.0,6.0,6.0,0.9253503229850687,0.9780340440607935,1.0,0.7682035777273872,0.6396233445442253,23.735685647649948
54,97.911,-45.299,4.0,6.0,6.0,0.9118415183735169,0.9780340710778659,1.0,0.7684555303602922,0.6304924855464453,23.39684998645507
55,102.235,-34.447,4.0,6.0,6.0,0.8974164988787103,0.9780340592760167,1.0,0.7697152935248174,0.6215355467070489,23.064468302030104
56,105.36,-23.191,4.0,6.0,6.0,0.8822056295765879,0.9780340758651301,1.0,0.7699672461577224,0.6112007655278285,22.68095647526584
57,107.25,-11.664,4.0,6.0,6.0,0.8663513535585515,0.9780340506043553,1.0,0.7729906777525826,0.6025736232140345,22.36081316007201
58,107.882,0.0,4.0,6.0,6.0,0.8500082983770277,0.9780340870047565,1.0,0.7760141093474426,0.593518966582179,22.024805280912634
59,121.217,6.05,4.0,6.0,6.0,0.8316532431073902,0.9767736827981991,1.0,0.8188460569412951,0.6119646342233318,22.709302762791456
60,120.012,18.089,4.0,6.0,6.0,0.8154545159451281,0.9767737107580499,1.0,0.8238851095993953,0.6037375466272983,22.40400501742183
61,117.615,29.948,4.0,6.0,6.0,0.799176664900233,0.9767736799288811,1.0,0.8259007306626355,0.5931334552376484,22.010499398919066
62,114.048,41.51,4.0,6.0,6.0,0.7829811972482315,0.9767737364260073,1.0,0.8289241622574955,0.5832408484120271,21.643396153154857
63,109.348,52.659,4.0,6.0,6.0,0.7670402492932743,0.9767737641885431,1.0,0.8334593096497859,0.5744925073625883,21.31875529246852
64,103.562,63.285,4.0,6.0,6.0,0.7515321962808562,0.9767737158383951,1.0,0.8369866465104561,0.5652595546554857,20.97613105130427
65,96.746,73.282,4.0,6.0,6.0,0.7366443281191966,0.9767737310954687,1.0,0.8417737465356513,0.5572306863658364,20.678188996100992
66,88.969,82.551,4.0,6.0,6.0,0.7225665353632321,0.9767736878906533,1.0,0.8463088939279415,0.5495263583139299,20.392290255340164
67,80.307,90.999,4.0,6.0,6.0,0.7094924874846836,0.9767737341407087,1.0,0.8508440413202318,0.5424747933671716,20.130614801609646
68,70.848,98.543,4.0,6.0,6.0,0.6976103849120013,0.9767736834377365,1.0,0.8561350466112371,0.5367066670808317,19.91656627840249
69,60.684,105.107,4.0,6.0,6.0,0.6871046107908053,0.9767737352919582,1.0,0.8594104308390023,0.530646475404384,19.691679544946627
70,49.917,110.627,4.0,6.0,6.0,0.6781438350416911,0.9767737311040688,1.0,0.8634416729654825,0.526182769184182,19.526036548064344
71,38.654,115.048,4.0,6.0,6.0,0.6708809051580403,0.9767736787205623,1.0,0.8699924414210128,0.5244966104179773,19.46346513823692
72,27.007,118.325,4.0,6.0,6.0,0.6654461505846005,0.9767736749466674,1.0,0.8800705467372134,0.5262743186136944,19.52943384195404
73,15.091,120.426,4.0,6.0,6.0,0.6619382306530058,0.9767736842961865,1.0,0.9019904257999496,0.5365388454749347,19.910338611891518
74,3.026,121.33,4.0,6.0,6.0,0.6604231106483761,0.9767736976580692,1.0,0.9322247417485513,0.5532541387348315,20.530623893392466
75,-9.07,121.028,4.0,6.0,6.0,0.660929543558274,0.9767737304528019,1.0,0.9191232048374905,0.545896983445933,20.257608334020293
76,-21.075,119.524,4.0,6.0,6.0,0.6634464906944969,0.9767736911590975,1.0,0.889392794154699,0.53025074659132,19.676994504463465
77,-32.871,116.831,4.0,6.0,6.0,0.6679291747547772,0.9767737525325643,1.0,0.8757873519778282,0.5256672139118241,19.50690488568358
78,-44.341,112.978,4.0,6.0,6.0,0.6742913206407747,0.9767736870294668,1.0,0.8694885361552028,0.5268575513165074,19.551076935833393
79,-55.369,108.002,4.0,6.0,6.0,0.6824198212863177,0.9767736849185237,1.0,0.8626858150667674,0.5290370255985393,19.63195471629075
80,-65.848,101.952,4.0,6.0,6.0,0.6921741715860315,0.9767736805234631,1.0,0.8594104308390023,0.5345616346549416,19.836966595559108
81,-75.671,94.889,4.0,6.0,6.0,0.7033906309775441,0.9767737379279093,1.0,0.8558830939783321,0.5409944740109971,20.07568185521863
82,-84.743,86.883,4.0,6.0,6.0,0.7158922202755369,0.976773734340858,1.0,0.8505920886873268,0.5472059135846906,20.30618122394573
83,-92.973,78.014,4.0,6.0,6.0,0.7294912482509408,0.9767736830577668,1.0,0.8453010833963215,0.5541320745866208,20.563203081714185
84,-100.279,68.369,4.0,6.0,6.0,0.74399804400728,0.976773669345637,1.0,0.8397581254724111,0.5614457255800307,20.83460424678563
85,-106.588,58.045,4.0,6.0,6.0,0.7592190093893139,0.976773659272935,1.0,0.8367346938775511,0.5708692061888154,21.1842987589461
86,-111.837,47.143,4.0,6.0,6.0,0.7749680920312714,0.9767737557318299,1.0,0.8332073570168809,0.5802547806387275,21.532586617208164
87,-115.976,35.774,4.0,6.0,6.0,0.791057136697909,0.9767736640096489,1.0,0.8281683043587805,0.5887192369815546,21.846692843388453
88,-118.961,24.049,4.0,6.0,6.0,0.8073148763803402,0.9767737178504406,1.0,0.8246409674981103,0.5982595700560756,22.200723615970816
89,-120.764,12.084,4.0,6.0,6.0,0.8235746283390462,0.9767737597449859,1.0,0.8226253464348703,0.6088171210852386,22.592502175297476
90,-121.368,0.0,4.0,6.0,6.0,0.8396756763330896,0.9767736719170759,1.0,0.8190980095742001,0.6180579765896118,22.935419680166614
91,-120.764,-12.084,4.0,6.0,6.0,0.8554750499415029,0.9767737597449859,1.0,0.81809019904258,0.6289126771191479,23.338225115218453
92,-118.961,-24.049,4.0,6.0,6.0,0.8708354311881623,0.9767737178504406,1.0,0.8143109095490048,0.6372474945669886,23.647520591313786
93,-115.976,-35.774,4.0,6.0,6.0,0.8856290911306496,0.9767736640096489,1.0,0.8127991937515747,0.6468698459673381,24.004594969505323
94,-111.837,-47.143,4.0,6.0,6.0,0.8997427872405079,0.9767737557318299,1.0,0.8100277147896195,0.6549378078825693,24.303987744128946
95,-106.588,-58.045,4.0,6.0,6.0,0.9130699070682811,0.976773659272935,1.0,0.8107835726883346,0.6652589671455015,24.68699407726842
96,-100.279,-68.369,4.0,6.0,6.0,0.9255146285101931,0.976773669345637,1.0,0.8100277147896195,0.6736975021608937,25.00013839284177
97,-92.973,-78.014,4.0,6.0,6.0,0.9369916149876532,0.9767736830577668,1.0,0.8080120937263794,0.6803546272132163,25.24717663637495
98,-84.743,-86.883,4.0,6.0,6.0,0.947423035722263,0.976773734340858,1.0,0.8049886621315193,0.6853548709626657,25.432729923025434
99,-75.671,-94.889,4.0,6.0,6.0,0.9567412354860407,0.9767737379279093,1.0,0.8075081884605694,0.6942617347462039,25.763253379800055
100,-65.848,-101.952,4.0,6.0,6.0,0.9648863244927183,0.9767736805234631,1.0,0.8054925673973293,0.6984244986392665,25.917728753524145
101,-55.369,-108.002,4.0,6.0,6.0,0.9718096536596017,0.9767736849185237,1.0,0.8059964726631393,0.7038759528555883,26.120025940931168
102,-44.341,-112.978,4.0,6.0,6.0,0.9774671781381461,0.9767736870294668,1.0,0.8062484252960443,0.7081949766506931,26.28029993965205
103,-32.871,-116.831,4.0,6.0,6.0,0.9818264421631315,0.9767737525325643,1.0,0.8052406147644243,0.7104642086124294,26.364508524227325
104,-21.075,-119.524,4.0,6.0,6.0,0.9848602586412392,0.9767736911590975,1.0,0.8054925673973293,0.7128824633539734,26.454247172528426
105,-9.07,-121.028,4.0,6.0,6.0,0.9865516300033104,0.9767737304528019,1.0,0.8042328042328042,0.7129899375376719,26.458235415705076
106,3.026,-121.33,4.0,6.0,6.0,0.9868902959460815,0.9767736976580692,1.0,0.8044847568657092,0.7134581150287834,26.47560894318983
107,15.091,-120.426,4.0,6.0,6.0,0.9858745246282069,0.9767736842961865,1.0,0.8047367094986143,0.7129469825045853,26.456641403899496
108,27.007,-118.325,4.0,6.0,6.0,0.9835100309709608,0.9767736749466674,1.0,0.8054925673973293,0.7119051010769446,26.41797838407769
109,38.654,-115.048,4.0,6.0,6.0,0.9798109348132622,0.9767736787205623,1.0,0.8039808515998992,0.7078964960332367,26.269223667704985
110,49.917,-110.627,4.0,6.0,6.0,0.9747989207343875,0.9767737311040688,1.0,0.8057445200302343,0.7058203877922171,26.19218168198064
111,60.684,-105.107,4.0,6.0,6.0,0.9685036694962683,0.9767737352919582,1.0,0.8049886621315193,0.7006043584055193,25.998620838856965
112,70.848,-98.543,4.0,6.0,6.0,0.9609633335432315,0.9767736834377365,1.0,0.8044847568657092,0.6947145811408367,25.780057987951647
113,80.307,-90.999,4.0,6.0,6.0,0.9522250179191518,0.9767737341407087,1.0,0.8054925673973293,0.6892597608200625,25.577635888285208
114,88.969,-82.551,4.0,6.0,6.0,0.9423420257164339,0.9767736878906533,1.0,0.8052406147644243,0.6818926528002003,25.30425099452976
115,96.746,-73.282,4.0,6.0,6.0,0.93137915507048,0.9767737310954687,1.0,0.8062484252960443,0.6748032910848829,25.041172946249386
116,103.562,-63.285,4.0,6.0,6.0,0.9194079422770891,0.9767737158383951,1.0,0.8090199042579995,0.6684197131041987,24.80428571949448
117,109.348,-52.659,4.0,6.0,6.0,0.9065109481680533,0.9767737641885431,1.0,0.8095238095238095,0.6594539799009749,24.471577686356543
118,114.048,-41.51,4.0,6.0,6.0,0.8927780114691728,0.9767737364260073,1.0,0.8102796674225246,0.6500701546275399,24.12335473801898
119,117.615,-29.948,4.0,6.0,6.0,0.878309368089222,0.9767736799288811,1.0,0.8125472411186697,0.641324617819418,23.7988179394982
120,120.012,-18.089,4.0,6.0,6.0,0.8632180540494034,0.9767737107580499,1.0,0.8138070042831947,0.6312824677271545,23.426165315341194
121,121.217,-6.05,4.0,6.0,6.0,0.8476223477593361,0.9767736827981991,1.0,0.8168304358780549,0.6221800583567373,23.088385387051684
122,134.294,12.263,4.0,6.0,6.0,0.8152018660543959,0.9754782331008501,1.0,0.855379188712522,0.6257909167463367,23.22238018318406
123,132.623,24.424,4.0,6.0,6.0,0.79976292523283,0.9754781854518743,1.0,0.8584026203073822,0.6161091963544573,22.86310269009343
124,129.852,36.383,4.0,6.0,6.0,0.7842845771788363,0.9754782313043768,1.0,0.8591584782060973,0.6047172597563659,22.4403610432842
125,126.006,48.04,4.0,6.0,6.0,0.7688969314910289,0.9754781992347674,1.0,0.8629377676996725,0.595460557746876,22.096855492860954
126,121.115,59.299,4.0,6.0,6.0,0.7537367508763834,0.975478249300453,1.0,0.8659611992945326,0.5857651663613129,21.73707068493991
127,115.221,70.067,4.0,6.0,6.0,0.7389465779692868,0.9754782317592576,1.0,0.8699924414210128,0.576944358965393,21.409740681596755
128,108.372,80.255,4.0,6.0,6.0,0.7246752101292718,0.9754781985962068,1.0,0.873267825648778,0.5679318952946224,21.075298534628672
129,100.625,89.777,4.0,6.0,6.0,0.7110779330378086,0.9754782184247347,1.0,0.8778029730410682,0.5601697499534012,20.78725426085083
130,92.044,98.555,4.0,6.0,6.0,0.6983085363039154,0.9754782596244264,1.0,0.8818342151675485,0.552636694903575,20.507711263938287
131,82.701,106.517,4.0,6.0,6.0,0.6865208413143533,0.9754782089395966,1.0,0.8883849836230788,0.5473439658887841,20.31130418595274
132,72.672,113.596,4.0,6.0,6.0,0.6758677321286876,0.9754782290688698,1.0,0.891912320483749,0.5409900581576581,20.075517987987055
133,62.041,119.734,4.0,6.0,6.0,0.6664929695374892,0.9754782126323025,1.0,0.8959435626102292,0.5358973719047391,19.88653426650089
134,50.896,124.879,4.0,6.0,6.0,0.6585318545220653,0.9754782662888221,1.0,0.9009826152683296,0.5324742663040046,19.759506760124246
135,39.329,128.99,4.0,6.0,6.0,0.6521009807260123,0.9754782580469272,1.0,0.90803728898967,0.5314029465425776,19.71975131764041
136,27.437,132.032,4.0,6.0,6.0,0.647301268790001,0.9754782408846099,1.0,0.9216427311665407,0.5353952012571479,19.86789929212985
137,15.317,133.98,4.0,6.0,6.0,0.6442088849509218,0.9754782362399969,1.0,0.9420508944318469,0.5446361803466526,20.210821383100882
138,3.07,134.818,4.0,6.0,6.0,0.6428740996978918,0.9754782120607308,1.0,0.9672461577223482,0.5580438718193773,20.70836537171818
139,-9.203,134.538,4.0,6.0,6.0,0.6433202203285573,0.9754782658580708,1.0,0.9564121945074326,0.5521762611322145,20.49062509697488
140,-21.399,133.144,4.0,6.0,6.0,0.6455378163030526,0.9754782394641419,1.0,0.9314688838498363,0.539629214593395,20.02501865063095
141,-33.418,130.647,4.0,6.0,6.0,0.649491171398128,0.9754781820563047,1.0,0.9138321995464853,0.5326538817136927,19.766172081110717
142,-45.159,127.067,4.0,6.0,6.0,0.6551172050938512,0.975478197745873,1.0,0.9052658100277148,0.5322314308274014,19.750495415266503
143,-56.527,122.434,4.0,6.0,6.0,0.662327206116497,0.975478187547994,1.0,0.8992189468379944,0.5344947377342127,19.834484127877527
144,-67.426,116.786,4.0,6.0,6.0,0.6710118423298677,0.9754782418646032,1.0,0.8946837994457042,0.5387721924482333,19.993215545875405
145,-77.767,110.171,4.0,6.0,6.0,0.6810428204882178,0.9754781985526275,1.0,0.889644746787604,0.5437464475008508,20.177804421918218
146,-87.463,102.643,4.0,6.0,6.0,0.6922813711056022,0.9754781962879522,1.0,0.8866213151927438,0.550840935256791,20.441072691662328
147,-96.435,94.264,4.0,6.0,6.0,0.7045796044952297,0.9754781786031106,1.0,0.8828420256991686,0.5582367865280191,20.71552421437173
148,-104.607,85.104,4.0,6.0,6.0,0.7177831025618436,0.9754782130544084,1.0,0.8762912572436382,0.5644781170989632,20.94713280358068
149,-111.912,75.239,4.0,6.0,6.0,0.7317364640761229,0.9754782535362887,1.0,0.874275636180398,0.5741276892974426,21.305217314240018
150,-118.291,64.751,4.0,6.0,6.0,0.7462847254862466,0.9754781635625646,1.0,0.8707482993197279,0.5831799268407267,21.641135423808628
151,-123.689,53.726,4.0,6.0,6.0,0.7612783265106017,0.9754781638813039,1.0,0.8677248677248677,0.5928309775668177,21.999274800924777
152,-128.062,42.255,4.0,6.0,6.0,0.7765713662660517,0.9754781966297424,1.0,0.8624338624338624,0.6010527209020567,22.304374226931426
153,-131.373,30.435,4.0,6.0,6.0,0.7920210938140146,0.9754782710079967,1.0,0.8586545729402872,0.6103243013177785,22.648431897874147
154,-133.597,18.362,4.0,6.0,6.0,0.807495805910841,0.9754782108257469,1.0,0.8566389518770471,0.6207882580472419,23.036737280533583
155,-134.713,6.138,4.0,6.0,6.0,0.8228680145726679,0.9754782302887284,1.0,0.854371378180902,0.6309316026328874,23.41314511579205
156,-134.713,-6.138,4.0,6.0,6.0,0.8380217796801592,0.9754782302887284,1.0,0.8531116150163769,0.6416032715281219,23.80915845769655
157,-133.597,-18.362,4.0,6.0,6.0,0.8528436950809206,0.9754782108257469,1.0,0.8500881834215167,0.6506370989559916,24.14439338908547
158,-131.373,-30.435,4.0,6.0,6.0,0.867234544195149,0.9754782710079967,1.0,0.8483245149911817,0.6602433159515906,24.50086903809906
159,-128.062,-42.255,4.0,6.0,6.0,0.8810950265732443,0.9754781966297424,1.0,0.8458049886621315,0.6688032675245611,24.818518982285998
160,-123.689,-53.726,4.0,6.0,6.0,0.8943411667203578,0.9754781638813039,1.0,0.8450491307634165,0.6782511842552312,25.16912029078601
161,-118.291,-64.751,4.0,6.0,6.0,0.9068902438581856,0.9754781635625646,1.0,0.8417737465356513,0.6851023953215442,25.42336084276521
162,-111.912,-75.239,4.0,6.0,6.0,0.9186699792525771,0.9754782535362887,1.0,0.8422776518014613,0.6944168039006215,25.76900781752391
163,-104.607,-85.104,4.0,6.0,6.0,0.929612452298517,0.9754782130544084,1.0,0.8437893675988914,0.7039493018234467,26.12274783665076
164,-96.435,-94.264,4.0,6.0,6.0,0.9396588303410596,0.9754781786031106,1.0,0.8435374149659864,0.7113444309408228,26.397172561062433
165,-87.463,-102.643,4.0,6.0,6.0,0.9487560426493177,0.9754781962879522,1.0,0.8410178886369363,0.7160859987721058,26.573126682312555
166,-77.767,-110.171,4.0,6.0,6.0,0.956855397479338,0.9754781985526275,1.0,0.8412698412698413,0.7224154509834699,26.808005364105842
167,-67.426,-116.786,4.0,6.0,6.0,0.963916819301176,0.9754782418646032,1.0,0.8405139833711263,0.7270929196730906,26.98158084003328
168,-56.527,-122.434,4.0,6.0,6.0,0.9699041216357875,0.975478187547994,1.0,0.8425296044343663,0.733363624507855,27.214279474341605
169,-45.159,-127.067,4.0,6.0,6.0,0.9747886975547143,0.975478197745873,1.0,0.8427815570672713,0.7372773681164486,27.359513992111236
170,-33.418,-130.647,4.0,6.0,6.0,0.9785460800033483,0.9754781820563047,1.0,0.8422776518014613,0.7396767140526904,27.448550956425258
171,-21.399,-133.144,4.0,6.0,6.0,0.9811592133980381,0.9754782394641419,1.0,0.8435374149659864,0.7427612696503211,27.56301526210227
172,-9.203,-134.538,4.0,6.0,6.0,0.9826149543973534,0.9754782658580708,1.0,0.8415217939027463,0.7420858697592733,27.53795195001851
173,3.07,-134.818,4.0,6.0,6.0,0.9829062843867971,0.9754782120607308,1.0,0.8415217939027463,0.7423058456932771,27.546115003578233
174,15.317,-133.98,4.0,6.0,6.0,0.9820322377561405,0.9754782362399969,1.0,0.8405139833711263,0.7407575721770076,27.488660356570403
175,27.437,-132.032,4.0,6.0,6.0,0.979996720892406,0.9754782408846099,1.0,0.8420256991685563,0.7405516995054772,27.48102065883803
176,39.329,-128.99,4.0,6.0,6.0,0.9768097018994802,0.9754782580469272,1.0,0.8422776518014613,0.738364254485125,27.399847093461688
177,50.896,-124.879,4.0,6.0,6.0,0.9724859179120058,0.9754782662888221,1.0,0.8417737465356513,0.7346561576246193,27.262243889665683
178,62.041,-119.734,4.0,6.0,6.0,0.9670465376963138,0.9754782126323025,1.0,0.8402620307382213,0.7292350171959799,27.061071612006494
179,72.672,-113.596,4.0,6.0,6.0,0.9605181177250908,0.9754782290688698,1.0,0.8405139833711263,0.7245292326789694,26.886445368336588
180,82.701,-106.517,4.0,6.0,6.0,0.9529328086407077,0.9754782089395966,1.0,0.8407659360040313,0.7190230068290024,26.6821156686867
181,92.044,-98.555,4.0,6.0,6.0,0.9443294475920676,0.9754782596244264,1.0,0.8392542202066011,0.7112503426996001,26.393681054794172
182,100.625,-89.777,4.0,6.0,6.0,0.9347514027725704,0.9754782184247347,1.0,0.8407659360040313,0.7053044713122727,26.17303661560235
183,108.372,-80.255,4.0,6.0,6.0,0.9242496501519002,0.9754781985962068,1.0,0.8410178886369363,0.6975894810237633,25.88674221152112
184,115.221,-70.067,4.0,6.0,6.0,0.912880200166907,0.9754782317592576,1.0,0.8435374149659864,0.6910723987503296,25.64490079422213
185,121.115,-59.299,4.0,6.0,6.0,0.900707278147153,0.975478249300453,1.0,0.8430335097001763,0.6814498924061979,25.287820666245292
186,126.006,-48.04,4.0,6.0,6.0,0.8878001457320632,0.9754781992347674,1.0,0.8435374149659864,0.6720861683200675,24.940343649817613
187,129.852,-36.383,4.0,6.0,6.0,0.8742368082789738,0.9754782313043768,1.0,0.8453010833963215,0.6632021460620153,24.61066781574669
188,132.623,-24.424,4.0,6.0,6.0,0.8600991515377038,0.9754781854518743,1.0,0.8473167044595616,0.654033022635643,24.27041220567674
189,134.294,-12.263,4.0,6.0,6.0,0.8454810772694721,0.9754782331008501,1.0,0.8480725623582767,0.6434907599274369,23.879200978332893
190,134.853,0.0,4.0,6.0,6.0,0.8304793087128459,0.9754782071679767,1.0,0.8521038044847569,0.635077489967117,23.566994219854955
191,148.218,5.973,4.0,6.0,6.0,0.8153540203337812,0.9741563979939667,1.0,0.8798185941043084,0.6429184183531425,23.857962041689305
192,147.257,17.88,4.0,6.0,6.0,0.8013300258231361,0.9741563759451332,1.0,0.8818342151675485,0.6333078426636114,23.501324646563894
193,145.34,29.671,4.0,6.0,6.0,0.78719693845687,0.9741564540894477,1.0,0.8835978835978836,0.623382495113045,23.133006430205192
194,142.481,41.27,4.0,6.0,6.0,0.7730415781114071,0.9741564659406288,0.9876543209876543,0.8966836734693877,0.6135693097242594,22.76885042249053
195,138.699,52.601,4.0,6.0,6.0,0.7589581377394229,0.9741563894839983,1.0,0.8881330309901738,0.6041048954552863,22.417636909344676
196,134.016,63.591,4.0,6.0,6.0,0.7450446324068104,0.9741564475289998,1.0,0.892164273116654,0.595722021720001,22.106558119769765
